Title,URL,Summary,Published Date,Source,Author
Trump administration’s deal is structured to prevent Intel from selling foundry unit,https://techcrunch.com/2025/08/28/trump-administrations-deal-is-structured-to-prevent-intel-from-selling-foundry-unit/,,2025-08-29 11:23:13,techcrunch.com,Rebecca Szkutak
Anthropic users face a new choice – opt out or share your chats for AI training,https://techcrunch.com/2025/08/28/anthropic-users-face-a-new-choice-opt-out-or-share-your-data-for-ai-training/,,2025-08-29 11:23:13,techcrunch.com,Connie Loizos
"Nvidia, Google, and Bill Gates help Commonwealth Fusion Systems raise $863M",https://techcrunch.com/2025/08/28/nvidia-google-and-bill-gates-help-commonwealth-fusion-systems-raise-863m/,,2025-08-29 11:23:13,techcrunch.com,Tim De Chant
"AI or not, Will Smith’s crowd video is fresh cringe",https://techcrunch.com/2025/08/28/ai-or-not-will-smiths-crowd-video-is-fresh-cringe-2/,,2025-08-29 11:23:13,techcrunch.com,Amanda Silberling
Mississippi’s age assurance law puts decentralized social networks to the test,https://techcrunch.com/2025/08/28/mississippis-age-assurance-law-puts-decentralized-social-networks-to-the-test/,,2025-08-29 11:23:13,techcrunch.com,Sarah Perez
Nvidia gives fake Harrison Ford better hair using spheres,https://www.theverge.com/news/760479/nvidia-rtx-hair-indiana-jones-game,Nvidia has released anew Game Ready driver(581.15) today that’s optimized for the upcomingIndiana Jones and the Great Circleupdate that will introduce RTX Hair. It’s the first game to use spheres to i...,2025-08-29 11:23:17,theverge.com,
Most Recent,https://www.wired.com/most-recent/,,2025-08-29 11:23:24,wired.com,
Subscriber Exclusives,https://www.wired.com/v2/offers/wir_edit_hardcoded?source=Site_0_HCL_WIR_EDIT_HARDCODED_HOMEPAGE_MODULE_0_GLOBAL_JULY_2025_NEW_OFFER_ZZ,,2025-08-29 11:23:24,wired.com,
WIRED Classics,https://www.wired.com/newsletter/classics,,2025-08-29 11:23:24,wired.com,
The personhood trap: How AI fakes human personality,https://arstechnica.com/information-technology/2025/08/the-personhood-trap-how-ai-fakes-human-personality/,AI assistants don't have fixed personalities—just patterns of output guided by humans.,2025-08-29 11:23:30,arstechnica.com,
